Advertiser_ID,Advertiser_Name,Public_IDs_List,Regions,Elections,Total_Creatives,Spend_USD,Spend_EUR,Spend_INR,Spend_BGN,Spend_HRK,Spend_CZK,Spend_DKK,Spend_HUF,Spend_PLN,Spend_RON,Spend_SEK,Spend_GBP,Spend_NZD
AR562625941088501760,CARTER FOR JUDGE COMMITTEE,EIN ID 83-3680800,US,US-Federal,1,300,300,24000,600,2300,8000,2500,97500,1300,1425,3000,250,600
AR56264209016553472,KATIE HILL FOR CONGRESS,FEC ID C00634212,US,US-Federal,94,184700,160800,13509000,314550,1196600,4163000,1199500,52552500,696100,752100,1677000,142200,283000
AR562645732297801728,COMMITTEE TO ELECT PATRICK CASEY,EIN ID 82-4371315,US,US-Federal,1,0,0,250,0,0,0,0,0,0,0,0,0,0
AR562807978982375424,AMERICAN CIVIL LIBERTIES UNION FOUNDATION OF FLORIDA,EIN ID 23-7137529,US,US-Federal,4,0,50,2250,50,200,1000,0,7500,100,150,0,0,0
AR562822410072489984,DIGITAL COMMUNICATIONS LLC,EIN ID 46-4630306,US,US-Federal,262,55100,49450,3947250,96700,368500,1273000,369000,16492500,213500,235650,524250,43150,85400
AR563748473740984320,HLAS ĽUDU,,"EU, SK",EU-Parliament,37,3700,3350,261750,6550,24800,85000,25000,1102500,14300,15975,36000,2900,5600
AR56395119619735552,"RUN, GEORGE, RUN: GEORGE GASCON FOR LA DA 2020",Registered in California,US,US-Federal,16,22700,20850,1631500,40750,155400,524000,155500,7035000,89400,99825,220500,17600,35800
AR563952845464797184,COMMITTEE TO PROTECT MEDICARE AND THE ACA,EIN ID 82-0596008,US,US-Federal,5,600,550,42250,1050,4000,14000,4000,180000,2400,2550,6000,500,1000
AR56397456081944576,FRIENDS OF TRACY PENNYCUICK,EIN ID 84-4764500,US,US-Federal,3,800,700,62000,1400,5400,19000,5500,262500,3200,3525,7500,650,1200
AR564078052351410176,MARK HARRIS FOR CONGRESS,FEC ID C00649236,US,US-Federal,34,20900,18200,1532000,35625,135300,470000,136000,5887500,78400,84900,189000,16100,31800
AR564175977605758976,COMMITTEE TO ELECT MICHAEL CROWNER,Registered in Illinois,US,US-Federal,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AR564241535986565120,JIMMY PATELIS,EIN ID 84-4717073,US,US-Federal,5,0,50,2500,50,200,1000,0,7500,100,150,0,50,0
AR564693778862964736,VALADAO FOR CONGRESS,FEC ID C00499392,US,US-Federal,145,64700,56000,4744250,109550,418300,1462000,417500,18765000,244300,264750,581250,49850,98000
AR564867501700153344,BOB HUGIN FOR SENATE INC,FEC ID C00671305,US,US-Federal,30,543500,476450,39577750,931825,3542600,12307000,3554000,153585000,2055400,2220825,4923000,418450,817200
AR564955737508282368,COALICIO COMPROMIS:BLOC-INICIATIVA-VERDS,,"ES, EU",EU-Parliament,49,7400,6650,519250,12975,49300,171000,49500,2160000,28600,31575,71250,5800,11400
AR565291500871614464,"DR JAY FOR CONGRESS, INC.",FEC ID C00728675,US,US-Federal,8,2500,2250,177250,4350,16600,56000,16500,735000,9500,10650,23250,1900,3800
AR565975603262521344,FRIENDS OF TRISH GUNBY,Registered in Missouri C190839,US,US-Federal,26,0,50,3500,75,300,1000,500,15000,200,225,750,50,0
AR566003640809029632,CENTER FOR BIOLOGICAL DIVERSITY,EIN ID 27-3943866,US,US-Federal,7,900,750,62750,1525,5700,20000,6000,247500,3300,3600,8250,700,1200
AR566088165765414912,"CLA, INC.",FEC ID C90017294,US,US-Federal,5,58400,49400,4282000,96725,372300,1308000,367500,17752500,219800,239775,511500,44300,87200
AR566239692211617792,MICK RICH FOR US SENATE,FEC ID C00633255,US,US-Federal,32,1700,1450,116750,2850,10800,38000,11000,472500,6300,6750,15000,1300,2600
AR566299959192715264,FRIENDS OF BARB ANNESS,Registered in Michigan 519328,US,US-Federal,24,1900,1600,141000,3175,12200,43000,12000,562500,7200,7800,16500,1450,2800
AR56671028318830592,PLANNED PARENTHOOD VOTES OHIO,FEC ID C00663724,US,US-Federal,3,1800,1550,128750,3025,11500,40000,11500,502500,6700,7200,15750,1350,2600
AR566724714278420480,REPUBLICAN STATE LEADERSHIP COMMITTEE - WASHINGTON PAC,FEC ID C30002083,US,US-Federal,208,48400,43750,3454500,85575,325500,1123000,326500,14595000,188400,208425,467250,38250,75400
AR566829717638873088,AMANDA ADKINS FOR CONGRESS,EIN ID 84-2907661,US,US-Federal,15,2700,2400,204750,4725,18200,64000,18000,840000,10700,11700,25500,2150,4200
AR566872667311833088,TEXAS PUBLIC POLICY FOUNDATION,EIN ID 74-2524057,US,US-Federal,5,400,350,30000,675,2600,9000,2500,127500,1600,1725,3750,300,600
AR56689445138595840,MARKETFUEL SUBSCRIPTION SERVICES,EIN ID 35-2563221,US,US-Federal,854,510900,466300,38039250,912025,3519700,12460000,3481000,162885000,2082700,2244375,5032500,408850,831800
AR567119301513838592,FRIENDS OF SHERROD BROWN,FEC ID C00264697,US,US-Federal,32,80100,69800,5748500,136575,518600,1802000,521000,22612500,300900,326850,725250,61550,120200
AR56714252869697536,BARTHOLOMEW COMMUNICATIONS & STRATEGIES LLC,EIN ID 47-2475529,US,US-Federal,4,5100,4550,387000,8850,34200,121000,33500,1567500,20100,21900,48000,4100,7800
AR567182867029819392,CITIZENS FOR BOYLE,FEC ID C00543363,US,US-Federal,16,1300,1100,95250,2100,8100,28000,8000,375000,4700,5175,11250,950,2000
AR567356246269624320,Párbeszéd Magyarországért,,"EU, HU",EU-Parliament,66,29100,26200,2057000,51250,194600,676000,195500,8655000,112800,124725,283500,22900,45400
AR56740297551380480,OPTIMIZE MARKETING AND MEDIA LLC,EIN ID 82-3311704,US,US-Federal,1,100,100,9000,200,800,3000,1000,37500,500,525,750,100,200
AR568018702025359360,45COMMITTEE INC.,FEC ID C90016478,US,US-Federal,6,262400,230050,19112000,449975,1711100,5940000,1716000,74085000,991900,1072350,2375250,201650,393800
AR568289181885792256,REPUBLICAN PARTY OF WISCONSIN,FEC ID C00074450,US,US-Federal,18,20500,17900,1492250,34975,132900,462000,133500,5790000,77100,83475,185250,15750,31000
AR568293442493349888,PRIORITIES USA ACTION,EIN ID 37-1635320,US,US-Federal,3225,5123700,4528400,384826500,8857675,34217300,121631000,33744500,1600582500,20315600,21935775,47850750,4048750,8043600
AR56835474026659840,"ADVANTAGE ADVERTISING, INC.",EIN ID 82-0529560,US,US-Federal,6,300,300,26000,625,2400,9000,2500,112500,1400,1500,3750,250,600
AR568468471000596480,NEAL WHITLEY,,US,US-Federal,7,100,100,9750,250,900,3000,1000,37500,500,600,1500,100,200
AR568700055637196800,AMERICA S GIFT SHOP LLC,EIN ID 85-3176630,US,US-Federal,10,5900,5050,433250,9825,38000,136000,37500,1807500,22600,24525,52500,4550,9000
AR568795713148813312,RICHARD BERMAN AND COMPANY,EIN ID 521536666,US,US-Federal,8,22100,19700,1651500,38500,149300,534000,146500,7080000,89100,95250,211500,17600,35400
AR568891851696766976,FRIENDS OF SENATOR JANE NELSON,EIN ID 75-2524438,US,US-Federal,19,12600,11050,914750,21575,82600,289000,82000,3825000,48400,53100,116250,9800,19400
AR568985997379895296,DR CAMERON WEBB FOR CONGRESS,EIN ID 84-2565205,US,US-Federal,5,500,450,37000,925,3500,12000,3500,150000,2000,2250,5250,400,800
AR569014515962740736,COLLEEN MORELLI,EIN ID 84-3963461,US,US-Federal,1,0,0,1750,25,100,1000,0,7500,100,75,0,0,0
AR569126322551390208,DR BISHAM SINGH FOR CONGRESS,EIN ID 84-4246077,US,US-Federal,6,900,800,63750,1550,6000,21000,6000,270000,3500,3825,8250,700,1400
AR569134706327552,CHAMBER OF COMMERCE OF THE USA,EIN ID 53-0045720,US,US-Federal,134,87800,78250,6313500,153050,583600,1995000,584500,26032500,334600,374700,819750,67150,132000
AR569241565113876480,WILL ROBINSON CAMPAIGN,EIN ID 81-5407286,US,US-Federal,15,1400,1150,101250,2300,8800,31000,8500,420000,5200,5700,12000,1050,2000
AR569371101327523840,LOU BARLETTA FOR SENATE,FEC ID C00445122,US,US-Federal,11,22400,19400,1613750,37925,144000,500000,144500,6270000,83400,90300,201000,17100,33600
AR569677658913243136,REBECCA PARSON 2020,FEC ID C00710632,US,US-Federal,28,5500,4700,410000,9150,35100,123000,35000,1620000,20700,22650,48000,4250,8200
AR569817296889970688,RALPH NORMAN FOR CONGRESS,FEC ID C00633610,US,US-Federal,8,3900,3300,284500,6425,24800,88000,24500,1185000,14700,15975,34500,3000,5800
AR569982292353613824,PEOPLE 4 JAN,EIN ID 84-4840731,US,US-Federal,154,2600,2350,196500,4625,18000,64000,17500,840000,10700,11475,25500,2050,4200
AR570100902170460160,TONY GERMAN FOR CONGRESS,EIN ID 84-2521720,US,US-Federal,3,100,50,5250,125,500,2000,500,22500,300,300,750,50,200
AR570286788355031040,FRIENDS OF LATONYA JOHNSON,EIN ID 45-4846658,US,US-Federal,9,9700,8350,724500,16300,62500,220000,62000,2902500,36900,40275,86250,7500,14600
AR570560566750347264,ONE GENERATION AWAY,EIN ID 27-2944121,US,US-Federal,3,3200,2700,235500,5250,20200,71000,20000,945000,11900,13050,27750,2450,4800
AR570632859639873536,MONT HANDLEY FOR CONGRESS,FEC ID C00737098,US,US-Federal,2,900,850,71250,1700,6500,24000,6500,307500,3900,4200,9000,750,1600
AR570672510777950208,LARSON FOR MKE,EIN ID 84-3747292,US,US-Federal,23,25000,22900,1885500,44800,174400,623000,171000,8160000,103600,110700,250500,20400,42000
AR570839155509035008,PHILLIP CHEN FOR ASSEMBLY 2020,EIN ID 83-2604908,US,US-Federal,5,5400,4550,393250,8925,34500,123000,34000,1650000,20600,22275,48000,4150,8000
AR57100044012093440,PARTIDUL NAȚIONAL LIBERAL - FILIALA CLUJ,,"EU, HR, RO",EU-Parliament,84,5800,4900,425000,9575,36900,131000,36500,1762500,21900,23775,51000,4500,8600
AR571104343969759232,REPRESENT.US,EIN ID 26-2369596,US,US-Federal,9,5000,4450,354250,8725,33200,114000,33500,1462500,19000,21300,46500,3800,7400
AR57116949003370496,RODIMER FOR CONGRESS,EIN ID 84-2781200,US,US-Federal,331,66400,56600,4902000,110700,427000,1513000,421500,20265000,253000,274950,590250,51500,100200
AR571207285745909760,FRIENDS OF MAZIE HIRONO,FEC ID C00420760,US,US-Federal,24,35800,31150,2627000,60875,231100,804000,232500,10072500,133900,145275,322500,27400,54600
AR571246318408695808,Pirkanmaan Kokoomus ry,,"EU, FI",EU-Parliament,11,3100,2750,215250,5425,20600,71000,20500,892500,11900,13125,29250,2400,4600
AR57130624179240960,Democratic Party of Illinois,EIN ID 36-4073402,US,US-Federal,31,2000,1700,142250,3350,12700,44000,12500,555000,7400,7950,18000,1500,3000
AR571358124997345280,KHALED SALEM,FEC ID C00749226,US,US-Federal,10,300,300,25250,575,2200,8000,2000,105000,1300,1425,3000,250,600
AR571390698029318144,Italia Viva,,"EU, IT",EU-Parliament,19,4700,4100,354250,8025,30900,109000,30500,1447500,18300,19875,42750,3700,7200
AR571427394229895168,SNYDER FOR AK HOUSE,EIN ID 84-3424844,US,US-Federal,6,4900,4100,357250,8075,31100,110000,30500,1477500,18500,20025,42750,3750,7400
AR571517348024942592,HERN FOR CONGRESS,FEC ID C00636092,US,US-Federal,15,7900,6800,551250,13300,50600,177000,50500,2242500,29500,31950,70500,6050,11800
AR571531985273487360,MAJORITY 51,EIN ID 82-4751923,US,US-Federal,6,700,600,50250,1150,4400,16000,4500,210000,2600,2850,6000,550,1000
AR5716086074900480,MONTANA CONSERVATION VOTERS EDUCATION FUND,EIN ID 81-0525336,US,US-Federal,10,700,600,50500,1225,4700,17000,4500,217500,2800,3000,6750,550,1200
AR571633140343242752,MIKEBLOOMBERG.COM LLC,EIN ID 26-0521901,US,US-Federal,27,98000,84450,7314250,165150,636200,2241000,629000,29737500,375500,409050,877500,76350,149000
AR571698011529281536,CITIZENS FOR LENTOL,EIN ID 11-2684236,US,US-Federal,6,14200,12600,1072750,24650,95300,336000,94000,4357500,56000,60900,132750,11350,22000
AR571716909385383936,VidiSoule Media PVT LTD,,IN,IN-General,2,0,0,1500,25,100,0,0,7500,100,75,0,0,0
AR571896267219664896,LISA MCCLAIN FOR CONGRESS,FEC ID C00726042,US,US-Federal,39,30600,27300,2299250,53400,206000,728000,203500,9547500,121800,131925,288000,24400,48200
AR572113970521964544,NEVADA RIGHT TO LIFE,EIN ID 86-0670279,US,US-Federal,2,200,150,13500,325,1300,4000,1500,52500,700,825,1500,150,200
AR572329749678915584,FRIENDS OF JIM CLYBURN,FEC ID C00255562,US,US-Federal,2,2800,2550,209500,4975,19300,68000,19000,885000,11300,12300,27750,2250,4600
AR572574528455049216,MARYOTT FOR CONGRESS,FEC ID C00666859,US,US-Federal,5,1800,1650,128250,3200,12100,42000,12000,540000,7000,7725,17250,1450,2800
AR572748801048051712,CINDY HYDE-SMITH FOR US SENATE,FEC ID C00675348,US,US-Federal,43,31300,27200,2218750,53225,202000,701000,203000,8850000,117100,126975,282750,24100,47000
AR572981553915756544,COLLEEN BURTON CAMPAIGN,EIN ID 46-2379528,US,US-Federal,21,4900,4250,363750,8275,31900,114000,31500,1530000,19100,20625,44250,3850,7400
AR573022579443367936,FUTURE FORWARD USA ACTION,EIN ID 82-4170762,US,US-Federal,9,4400,3950,318750,7725,29400,101000,29500,1290000,16900,18600,42000,3450,6800
AR573179809606139904,DODSON FOR SENATE-WYOMING FIRST INC,FEC ID C00671776,US,US-Federal,9,14700,12850,1025500,25150,95500,330000,96000,4155000,55300,59850,134250,11500,22200
AR573194996610498560,Trikolóra hnutí občanů,,"CZ, EU, SK",EU-Parliament,52,3800,3250,281000,6325,24400,86000,24000,1155000,14500,15675,33750,2950,5800
AR573375316517453824,Yoginder Suria,,IN,IN-General,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AR573395451324137472,"NATIONAL ASSOCIATION FOR GUN RIGHTS, INC.",EIN ID 54-2015951,US,US-Federal,111,19300,17350,1383750,33950,129200,444000,129500,5797500,74500,82950,183000,14950,29600
AR57340974497529856,BÜNDNIS 90/DIE GRÜNEN Ortsverband Willich,,"DE, EU",EU-Parliament,27,700,550,49250,1100,4300,15000,4000,202500,2500,2775,6000,500,1000
AR573753411078455296,MICHAEL SCHOFIELD,Registered in Texas 00057835,US,US-Federal,2,10600,9050,779500,17675,68300,244000,67500,3277500,40800,44025,95250,8250,16000
AR573801583431647232,AMERISOFT SRL,,"AT, BE, BG, DE, ES, EU, FR, GB, HU, IT, NL, PL, PT, RO",EU-Parliament,3967,91900,80950,6683750,158350,606000,2117000,604000,27667500,354400,388875,854250,71850,141600
AR573874700954894336,MAX ROSE FOR CONGRESS,FEC ID C00652248,US,US-Federal,192,169900,146900,12495000,287300,1099200,3848000,1094500,50130000,643900,700125,1528500,130950,258200
AR573939159824072704,DOUG JONES FOR SENATE COMMITTEE,EIN ID 82-1446425,US,US-Federal,37,255500,217050,18770500,424600,1634800,5742000,1615500,77167500,962300,1052400,2255250,195900,384000
AR574148067033350144,TONY GONZALES FOR CONGRESS,FEC ID C00706614,US,US-Federal,13,4800,4200,354500,8175,31500,111000,31000,1485000,18600,20325,44250,3750,7400
AR574220291203399680,KAHELE FOR CONGRESS,FEC ID C00694604,US,US-Federal,1,900,750,64500,1525,5900,21000,6000,270000,3500,3750,8250,700,1400
AR574309076767342592,SUZY LOFTUS FOR DEMOCRATIC COUNTY CENTRAL COMMITTEE 2020,Registered in California,US,US-Federal,11,15300,13800,1089000,27000,102700,354000,103000,4582500,59200,65700,148500,11950,24000
AR574309214206296064,FRIENDS OF TIM ONEAL,EIN ID 82-3732401,US,US-Federal,15,2400,2050,176000,4000,15400,55000,15000,735000,9200,9900,21000,1850,3600
AR574311413229551616,BRADY CAMPAIGN TO PREVENT GUN VIOLENCE,EIN ID 23-7321017,US,US-Federal,1,0,0,500,0,0,0,0,0,0,0,0,0,0
AR574322751943213056,INDEPENDENT WOMEN'S VOICE,FEC ID C90011115,US,US-Federal,8,1100,1050,82000,2025,7700,26000,8000,352500,4500,4950,11250,900,1800
AR574584985466437632,SCOTT TAYLOR FOR CONGRESS,FEC ID C00608703,US,US-Federal,15,7900,6900,575250,13475,51100,178000,51500,2220000,29600,32100,71250,6050,12000
AR574654254698987520,SCOTT WAGNER FOR GOVERNOR,EIN ID 81-4613366,US,US-Federal,13,90000,79000,6567000,154500,587500,2041000,589500,25477500,341100,368250,816000,69450,135600
AR574768397749846016,COOPER FOR CONGRESS,FEC ID C00376665,US,US-Federal,14,15400,13250,1153500,25900,99400,349000,98500,4605000,58600,64050,136500,12000,23200
AR574921436024537088,GEORGE FRANKLIN FOR CONGRESS,FEC ID C00656744,US,US-Federal,5,300,250,21000,500,1900,7000,2000,82500,1100,1200,3000,250,400
AR574953184422789120,NO MORE COSTLY WALKOUTS,EIN ID 84-4819253,US,US-Federal,14,29500,26900,2133750,52600,200900,682000,201000,9090000,116000,129375,285000,22950,47000
AR5750102215884800,COMMITTEE TO ELECT JOANNA MENDOZA,EIN ID 84-2636114,US,US-Federal,3,100,50,6000,125,500,2000,500,22500,300,300,750,50,200
AR575075711249809408,"COLLINS FOR SENATE, INC.",FEC ID C00736983,US,US-Federal,133,113400,99200,8483250,194025,748200,2644000,739000,34852500,442300,480150,1039500,89200,176000
AR575254931645136896,Stowarzyszenie 61,,"EU, PL",EU-Parliament,2,0,0,1000,25,100,0,0,7500,100,75,0,0,0
AR575274379257053184,VALOR PAC,FEC ID C00583153,US,US-Federal,30,15200,13300,1111500,26025,98900,344000,99500,4305000,57400,62025,138000,11800,23200
AR575329560996872192,PARTIDUL SOCIAL DEMOCRAT - ORGANIZAȚIA MUNICIPIULUI BUCUREȘTI,,"AT, BG, DE, EU, FR, GB, GR, IE, IT, RO",EU-Parliament,556,21500,18200,1577250,35575,137200,486000,135500,6562500,81200,88350,189000,16550,32000
AR57534694702448640,Rahul Khadia,,IN,IN-General,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AR575724904146534400,HIGHTOWER FOR ALABAMA,FEC ID C00703066,US,US-Federal,35,3400,3050,243000,5975,22700,79000,23000,1020000,13200,14550,32250,2700,5200
AR575928726114533376,RAUL RUIZ FOR CONGRESS,EIN ID 84-2666150,US,US-Federal,2,200,200,15750,400,1500,5000,1500,67500,900,975,2250,200,400
AR576013388509872128,GO PARTNER SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,,"EU, PL",EU-Parliament,1,200,150,12250,300,1200,4000,1000,52500,700,750,1500,150,200
AR576136739970613248,VAUS FOR SUPERVISOR 2020,EIN ID 83-3577931,US,US-Federal,2,5500,5050,397250,9925,37800,128000,38000,1710000,21700,24300,54000,4300,8800
AR576190066284560384,CTE GRANT GOLASA,Registered in Michigan 139841,US,US-Federal,14,400,350,30500,675,2600,9000,2500,120000,1500,1725,3750,300,600
AR57684365722779648,DARRELL ISSA FOR CONGRESS,FEC ID C00721332,US,US-Federal,49,59200,53950,4231500,105525,402000,1356000,403000,18180000,230700,258000,570750,45550,91800
AR57782359696605184,senátor Přemysl Rabas,,"CZ, EU",EU-Parliament,4,0,0,1500,50,100,0,0,7500,100,75,0,0,0
AR58136265001795584,NATIONAL DEMOCRATIC REDISTRICTING COMMITTEE,EIN ID 81-3554739,US,US-Federal,17,222900,198200,16038250,387675,1479300,5154000,1479000,66000000,862100,942600,2088750,174700,341800
AR58162722000338944,ANO 2011,,"CZ, EU",EU-Parliament,114,900,800,69750,1575,6100,22000,6000,292500,3700,3975,8250,750,1400
AR58242574032306176,ED HUNZEKER CAMPAIGN,EIN ID 84-4365255,US,US-Federal,3,3200,2800,242000,5475,21000,74000,21000,982500,12400,13500,29250,2550,4800
AR5840399608315904,"HOFFMAN, REID",FEC ID C90019498,US,US-Federal,6,114400,96250,8412500,188325,725200,2537000,716500,34282500,425500,466650,995250,87000,170600
AR58419251806994432,GLISSON FOR CONGRESS,FEC ID C00668699,US,US-Federal,7,2800,2400,202500,4700,17900,62000,18000,780000,10400,11250,24750,2100,4200
AR58658739183419392,"PHDESIGNED, LLC",EIN ID 47-3317509,US,US-Federal,2,100,50,5000,125,500,2000,500,22500,300,300,750,50,200
AR59164720690626560,RICK NEAL FOR CONGRESS,FEC ID C00652651,US,US-Federal,21,4700,4050,341750,7925,30100,105000,30000,1312500,17400,18900,42000,3550,7200
AR59338443527815168,RUFUS GIFFORD FOR CONGRESS,FEC ID C00660381,US,US-Federal,25,6300,5450,443500,10675,40600,140000,40500,1770000,23400,25350,57750,4900,9600
AR59545907628081152,FRIENDS OF RANDI CLITES,Registered in Ohio 14731,US,US-Federal,27,200,150,13000,300,1100,4000,1000,52500,700,750,1500,150,200
AR59641908737081344,YOUNG KIM FOR CONGRESS,FEC ID C00665638,US,US-Federal,6,7200,6200,519000,12100,46000,159000,46000,2002500,26600,28875,64500,5500,10800
AR60189740405620736,DE BLASIO 2020,EIN ID 84-1764439,US,US-Federal,202,57500,51100,3997000,99925,378800,1311000,381500,16500000,218600,241800,544500,45450,87000
AR60199567290793984,AMERICAN FEDERATION OF LABOR AND CONGRESS OF INDUSTRIAL ORGANIZATIONS (AFL-CIO),EIN ID 53-0228172,US,US-Federal,1,100,50,4250,100,400,1000,500,15000,200,225,750,50,0
AR60232140322766848,Epithymia d.o.o.,,"EU, HR",EU-Parliament,2,0,0,500,0,0,0,0,0,0,0,0,0,0
AR60293094498631680,BIG GAME FOREVER,EIN ID 27-2342792,US,US-Federal,3,0,50,2250,50,200,1000,0,7500,100,150,0,0,0
AR60399678407049216,ACOMB (PATTY) FOR HOUSE COMMITTEE,Registered in Minnesota 18272,US,US-Federal,20,1500,1300,110250,2500,9600,34000,9500,457500,5700,6225,13500,1150,2200
AR60427715953557504,FRIENDS OF OTTO WACHSMANN,EIN ID 84-2051392,US,US-Federal,8,3000,2700,212250,5250,20000,69000,20000,885000,11500,12825,29250,2300,4600
AR60464343434657792,EVERYTOWN FOR GUN SAFETY ACTION FUND,FEC ID C90015025,US,US-Federal,48,92900,79900,6639000,156300,597900,2117000,595500,27562500,353800,381675,837750,71800,139800
AR60501039635234816,50 STATES ACTION FUND INC,EIN ID 83-3398524,US,US-Federal,32,9000,7900,662750,15425,59400,207000,59000,2760000,34800,38025,83250,6950,14000
AR60539453822730240,Sverigedemokraterna Huddinge,,"EU, SE",EU-Parliament,6,400,350,30500,700,2800,10000,2500,127500,1600,1800,3750,350,600
AR60585289713713152,DR JOHN JOYCE FOR CONGRESS,FEC ID C00674259,US,US-Federal,64,25400,22250,1857750,43575,165500,576000,166000,7200000,96000,103875,231000,19650,38600
AR6064562541428736,DOUG BURGUM FOR NORTH DAKOTA,EIN ID 81-1216991,US,US-Federal,6,1100,950,80000,1825,7000,25000,7000,337500,4200,4500,9750,850,1600
AR60666653574168576,TEDESCHI FOR CONGRESS,FEC ID C00658492,US,US-Federal,4,600,500,41750,975,3700,13000,3500,165000,2200,2325,5250,450,800
AR60672700888121344,RICHARD BEW FOR CONGRESS,FEC ID C00698407,US,US-Federal,2,800,750,56750,1425,5400,19000,5500,232500,3100,3450,7500,650,1200
AR61014855162789888,FACT NEWS AND NETWORK PRIVATE LIMITED,,IN,IN-General,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AR61174627946201088,JESSE COLVIN FOR CONGRESS,FEC ID C00657650,US,US-Federal,16,5600,4850,409250,9500,36100,125000,36000,1567500,20900,22650,50250,4250,8400
AR61290695142408192,RE-ELECT STORMS 2018,EIN ID 82-4050772,US,US-Federal,1,100,50,6250,150,600,2000,500,22500,300,375,750,50,200
AR61572444997025792,AMERICAN VALUES FUND,FEC ID C00747121,US,US-Federal,51,146400,124600,10762500,243725,940700,3356000,927500,45030000,560600,606375,1305000,113650,220200
AR61600482543534080,COMMITTEE TO ELECT RONETTA J FRANCIS LLC,EIN ID 84-2796134,US,US-Federal,4,2700,2350,201750,4575,17600,62000,17500,817500,10400,11325,24000,2100,4200
AR61707547488288768,"PRIVATE INTERNET ACCESS, INC.",EIN ID 26-24631262,US,US-Federal,3,100,100,8750,200,800,3000,1000,37500,500,525,750,100,200
AR61896800927219712,BOOM MEDIA LLC,EIN ID 45-3697926,US,US-Federal,19,1400,1200,104250,2350,9000,32000,9000,420000,5300,5775,12750,1100,2200
AR6195198266703872,CORY 2020,FEC ID C00695510,US,US-Federal,121,873500,780950,61589750,1527450,5793000,20019000,5831500,255135000,3349400,3710025,8274000,683600,1328800
AR61981944358895616,Sotsiaaldemokraatlik Erakond,,"EE, EU",EU-Parliament,28,14800,13250,1037000,25925,98400,341000,99000,4305000,57000,63150,142500,11550,22600
AR62007233126334464,MICHELLE STEEL FOR CONGRESS,FEC ID C00704981,US,US-Federal,49,54600,47000,4014750,91900,354200,1255000,350000,16770000,210000,228000,492750,42400,83000
AR62103852710625280,"JEFF COLEMAN FOR CONGRESS, INC.",FEC ID C00715698,US,US-Federal,64,29400,26600,2129000,52025,198700,679000,198500,9022500,114900,127575,280500,22850,45800
AR62180887244046336,JASON FOR BEND,Registered in Oregon 18661,US,US-Federal,7,11800,10050,870250,19675,75900,270000,75000,3630000,45100,48975,105000,9200,17800
AR62187965350150144,SALES FOR MONTANA,EIN ID 83-4360925,US,US-Federal,54,4600,4200,332250,8225,31400,107000,31500,1432500,18200,20100,44250,3600,7200
AR62278262742581248,CATCH DIGITAL STRATEGY LLC,EIN ID 46-1207752,US,US-Federal,6,1300,1200,93250,2300,8700,30000,9000,390000,5100,5550,12750,1050,2000
AR62582002829754368,TEXAS DEMOCRATIC PARTY,FEC ID C00099267,US,US-Federal,3,3700,3250,273750,6350,24100,84000,24500,1050000,14000,15150,33750,2850,5600
AR62785000164032512,KIMBERLY WALKER FOR CONGRESS CAMPAIGN,FEC ID C00591388,US,US-Federal,3,400,400,30000,750,2800,10000,3000,127500,1600,1800,3750,300,600
AR6291611692564480,PRIORITIES USA ACTION & COLOROFCHANGE PAC,"FEC ID C00428557, FEC ID C00495861",US,US-Federal,9,154400,131000,11333000,256300,988600,3508000,975000,47145000,586300,636975,1366500,119150,231600
AR63152855523000320,HOUSE REPUBLICAN CAMPAIGN COMMITTEE,EIN ID 23-7290361,US,US-Federal,20,37800,32050,2777750,62675,241800,860000,238500,11550000,143500,155850,334500,29400,56600
AR63181580264275968,DICKEY FOR JUDGE,EIN ID 83-3123324,US,US-Federal,2,100,100,6750,175,700,2000,500,30000,400,450,750,100,200
AR63229752617467904,"WELD 2020 PRESIDENTIAL CAMPAIGN COMMITTEE, INC.",FEC ID C00700906,US,US-Federal,15,28000,25350,2001000,49625,188800,646000,189500,8460000,108600,121050,269250,21650,43600
AR63330632809316352,BELL 2020 FOR OH-12,FEC ID C00717405,US,US-Federal,13,900,850,70250,1675,6500,23000,6500,300000,3900,4125,9000,750,1600
AR63417837825294336,ETIS DESIGN SRL,,"EU, RO",EU-Parliament,90,29000,24550,2130000,48025,185100,657000,182500,8835000,109800,119325,255750,22450,43400
AR63424984650874880,"YES ON 805, INC.",EIN ID 84-3879879,US,US-Federal,3,7600,6500,559250,12725,49100,176000,48500,2355000,29400,31650,68250,5950,11600
AR63590873467715584,FRIENDS OF MIKE HILGERS INC,EIN ID 45-2954718,US,US-Federal,8,100,50,5750,150,500,2000,500,22500,300,375,750,50,200
AR6361499400404992,FRIENDS OF DR RALPH ABRAHAM,EIN ID 82-1628176,US,US-Federal,7,4500,4050,319750,7900,29900,105000,30000,1335000,17600,19125,43500,3650,7000
AR63869737104310272,NEWSOM FOR CALIFORNIA GOVERNOR 2022,EIN ID 83-2476129,US,US-Federal,8,300,300,25000,575,2200,8000,2000,105000,1300,1425,3000,250,600
